datetime,BUNDARANHI,JAGAKARSA,KEBUNJERUK,KELAPAGADING,LUBANGBUAYA
2022-01-01,53.0,52.75,51.75,86.55,50.75
2022-01-02,53.0,52.75,51.75,86.55,50.75
2022-01-03,53.0,52.75,51.75,86.55,50.75
2022-01-04,53.0,52.75,51.75,86.55,50.75
2022-01-05,53.0,52.75,51.75,86.55,50.75
2022-01-06,53.0,52.75,51.75,86.55,50.75
2022-01-07,53.0,52.75,51.75,80.15,50.75
2022-01-08,53.0,52.75,51.75,58.67,50.75
2022-01-09,53.0,52.75,51.75,67.6,50.75
2022-01-10,53.0,52.75,51.75,53.95,50.75
2022-01-11,53.0,52.75,51.75,43.13,50.75
2022-01-12,53.0,52.75,51.75,50.19,50.75
2022-01-13,49.92,54.67,50.83,53.93,53.75
2022-01-14,46.92,60.92,52.92,52.63,54.17
2022-01-15,52.75,68.83,59.83,55.71,52.08
2022-01-16,52.12,80.92,66.97,70.98,52.99
2022-01-17,51.5,93.0,74.1,69.37,53.9
2022-01-18,51.07,62.13,62.93,58.6,36.53
2022-01-19,39.69,57.5,49.31,53.68,37.25
2022-01-20,48.63,58.68,54.26,52.5,46.53
2022-01-21,42.38,53.85,54.08,50.07,36.38
2022-01-22,48.85,68.31,59.0,49.46,25.19
2022-01-23,51.25,73.44,58.31,50.77,14.0
2022-01-24,51.22,73.22,58.33,53.47,50.44
2022-01-25,44.0,56.29,55.29,36.83,37.14
2022-01-26,48.42,54.08,56.08,53.26,43.42
2022-01-27,53.42,75.25,64.92,50.01,49.0
2022-01-28,57.88,82.18,66.18,56.32,55.71
2022-01-29,81.11,87.11,98.16,72.57,89.89
2022-01-30,91.0,108.47,128.63,93.38,97.74
2022-01-31,91.79,97.0,120.21,109.55,98.07
2022-02-01,54.83,88.42,74.92,59.07,53.92
2022-02-02,60.44,93.22,87.33,65.55,55.67
2022-02-03,53.6,83.0,73.85,52.45,62.45
2022-02-04,46.35,74.95,56.85,52.06,45.7
2022-02-05,57.57,58.81,63.24,57.19,54.43
2022-02-06,23.84,10.84,26.74,52.0,25.0
2022-02-07,35.53,58.32,53.47,47.05,42.05
2022-02-08,53.9,71.5,76.85,53.29,64.8
2022-02-09,67.1,89.0,88.81,76.68,81.48
2022-02-10,26.1,35.71,40.24,52.15,31.71
2022-02-11,54.35,74.4,82.55,58.29,59.95
2022-02-12,61.68,69.32,70.84,63.76,58.89
2022-02-13,66.57,94.57,89.62,70.15,66.57
2022-02-14,65.17,88.39,92.28,80.71,86.72
2022-02-15,66.53,108.76,112.29,73.27,85.53
2022-02-16,73.1,72.6,90.7,65.84,79.1
2022-02-17,68.0,67.21,88.6,58.41,74.36
2022-02-18,67.87,66.25,86.5,50.98,73.2
2022-02-19,67.73,65.28,84.4,43.55,72.04
2022-02-20,67.6,64.31,82.3,36.12,70.88
2022-02-21,67.47,63.34,80.2,28.69,69.72
2022-02-22,67.33,62.37,78.1,21.26,68.56
2022-02-23,67.2,61.4,76.0,13.83,67.4
2022-02-24,48.24,6.76,50.47,55.64,54.65
2022-02-25,41.45,50.5,51.5,39.95,54.64
2022-02-26,34.0,54.85,50.15,33.06,41.4
2022-02-27,37.79,43.0,54.29,41.32,40.5
2022-02-28,32.67,30.14,47.76,36.99,38.52
2022-03-01,36.75,26.4,48.75,50.1,24.55
2022-03-02,36.32,27.32,50.53,47.86,48.32
2022-03-03,36.15,32.95,47.25,48.21,46.2
2022-03-04,40.14,49.48,52.0,41.61,45.76
2022-03-05,51.53,59.58,65.26,50.82,55.05
2022-03-06,38.38,41.38,46.67,50.31,48.81
2022-03-07,5.28,45.61,38.83,29.42,37.28
2022-03-08,37.6,63.25,47.5,41.55,57.8
2022-03-09,63.74,63.21,66.74,59.13,67.32
2022-03-10,77.05,80.47,83.89,69.44,83.89
2022-03-11,90.6,81.65,104.0,82.13,97.35
2022-03-12,51.58,64.32,52.95,58.89,49.0
2022-03-13,54.43,58.71,64.05,49.24,47.29
2022-03-14,69.25,72.5,88.0,60.54,73.9
2022-03-15,70.26,57.18,80.74,70.21,71.16
2022-03-16,62.7,41.85,71.4,60.69,15.3
2022-03-17,96.24,110.24,102.52,81.83,91.86
2022-03-18,84.48,84.05,105.43,82.92,77.76
2022-03-19,30.32,32.32,32.58,59.05,34.0
2022-03-20,42.25,61.95,55.3,37.99,42.75
2022-03-21,22.33,47.0,30.71,31.14,27.67
2022-03-22,19.59,61.12,32.0,28.8,38.06
2022-03-23,52.55,42.25,47.55,53.42,52.5
2022-03-24,42.1,47.6,26.28,43.57,45.4
2022-03-25,78.7,52.96,5.0,79.29,96.74
2022-03-26,74.06,85.47,97.18,81.97,82.12
2022-03-27,64.15,69.33,79.87,65.98,70.81
2022-03-28,54.25,53.19,62.56,49.98,59.5
2022-03-29,62.57,76.38,87.05,57.0,64.95
2022-03-30,64.38,78.81,92.71,65.35,81.43
2022-03-31,105.75,42.5,67.45,53.2,117.75
2022-04-01,84.45,77.14,93.36,85.73,97.32
2022-04-02,70.05,69.3,72.3,71.09,77.15
2022-04-03,51.62,58.62,58.5,50.36,49.19
2022-04-04,47.77,51.59,65.05,39.52,54.36
2022-04-05,67.05,55.14,73.14,63.01,82.14
2022-04-06,60.96,52.52,69.43,64.0,66.13
2022-04-07,60.59,54.23,72.73,63.95,68.82
2022-04-08,56.84,65.89,66.74,57.98,61.89
2022-04-09,61.3,73.35,71.45,51.46,62.75
2022-04-10,80.55,95.4,104.25,75.89,95.75
2022-04-11,69.95,90.19,83.76,69.4,84.86
2022-04-12,82.95,94.24,100.67,69.52,94.57
2022-04-13,96.94,105.0,109.12,84.59,103.47
2022-04-14,79.33,84.67,86.62,81.79,86.05
2022-04-15,72.3,82.4,89.15,62.49,78.4
2022-04-16,76.85,98.15,98.9,72.89,78.5
2022-04-17,99.37,109.16,109.89,84.96,98.16
2022-04-18,70.58,97.0,82.53,61.31,72.05
2022-04-19,56.47,58.89,72.74,37.67,57.79
2022-04-20,68.63,81.47,82.95,14.02,73.47
2022-04-21,51.25,2.55,58.85,53.35,56.3
2022-04-22,84.5,87.5,99.4,71.48,98.25
2022-04-23,67.6,72.5,84.25,73.3,78.1
2022-04-24,77.5,90.5,101.35,67.57,72.5
2022-04-25,69.24,79.62,79.24,61.2,71.76
2022-04-26,64.3,64.3,68.15,62.52,74.15
2022-04-27,55.57,68.76,67.24,50.88,54.67
2022-04-28,35.43,51.71,51.0,36.55,24.86
2022-04-29,27.86,52.86,43.62,21.34,18.48
2022-04-30,45.45,68.55,56.0,26.55,54.95
2022-05-01,69.9,92.45,98.5,57.61,69.5
2022-05-02,70.35,84.7,88.9,65.12,30.0
2022-05-03,47.67,51.94,61.61,50.04,52.83
2022-05-04,53.63,72.74,66.05,44.02,55.0
2022-05-05,54.55,72.1,69.35,51.15,58.45
2022-05-06,39.4,59.05,58.95,38.3,48.6
2022-05-07,54.71,84.48,79.48,37.63,57.95
2022-05-08,53.56,94.94,67.0,52.94,53.33
2022-05-09,57.55,66.75,64.65,48.96,67.4
2022-05-10,59.35,69.9,73.85,54.51,66.65
2022-05-11,49.45,59.75,62.85,57.43,57.45
2022-05-12,72.45,85.45,84.9,62.39,67.6
2022-05-13,54.23,52.0,52.36,42.9,50.27
2022-05-14,67.27,79.09,71.5,50.25,70.82
2022-05-15,88.87,103.48,105.04,75.92,95.83
2022-05-16,73.5,87.05,92.0,66.19,73.77
2022-05-17,66.8,86.67,85.2,58.91,71.13
2022-05-18,71.35,73.4,83.1,61.23,76.55
2022-05-19,83.31,85.31,99.69,69.87,88.81
2022-05-20,75.5,92.0,86.75,75.58,87.62
2022-05-21,63.0,75.69,79.0,58.65,63.56
2022-05-22,68.32,75.79,74.37,56.66,65.26
2022-05-23,70.0,91.95,64.1,65.95,76.67
2022-05-24,64.71,76.24,50.33,63.51,66.57
2022-05-25,78.79,92.05,53.74,69.27,88.47
2022-05-26,66.38,84.81,70.95,65.06,68.71
2022-05-27,96.39,132.44,76.44,71.87,91.17
2022-05-28,77.1,101.9,89.1,70.15,76.1
2022-05-29,85.7,93.2,87.95,67.09,76.95
2022-05-30,59.24,74.9,67.48,48.92,58.33
2022-05-31,73.42,79.21,96.63,62.0,75.11
2022-06-01,55.85,60.8,78.8,52.75,55.3
2022-06-02,60.81,64.33,69.43,48.36,65.38
2022-06-03,61.63,59.95,71.53,51.87,63.32
2022-06-04,105.37,79.26,100.68,67.55,101.79
2022-06-05,77.45,77.55,78.65,64.65,82.7
2022-06-06,84.15,85.7,90.35,67.01,86.1
2022-06-07,66.37,66.16,77.26,61.35,74.21
2022-06-08,66.05,91.8,72.1,58.97,74.25
2022-06-09,71.75,74.85,82.2,57.82,74.25
2022-06-10,65.95,67.89,76.05,55.18,68.84
2022-06-11,69.9,68.8,74.3,55.06,75.8
2022-06-12,83.4,80.95,95.35,62.19,22.2
2022-06-13,75.86,76.52,88.48,63.61,44.76
2022-06-14,81.53,79.68,96.11,44.41,92.79
2022-06-15,86.12,96.19,101.04,53.98,90.06
2022-06-16,90.71,112.69,105.97,92.22,87.33
2022-06-17,95.3,129.2,110.9,76.63,84.6
2022-06-18,99.02,108.13,110.04,86.24,87.44
2022-06-19,102.74,87.07,109.19,81.08,90.29
2022-06-20,106.47,66.0,108.33,81.35,93.13
2022-06-21,92.23,89.27,97.0,83.22,103.23
2022-06-22,87.47,112.53,94.53,74.45,94.47
2022-06-23,93.84,100.74,106.47,84.88,107.37
2022-06-24,102.68,109.11,119.37,85.69,113.53
2022-06-25,104.26,104.95,114.68,96.3,107.16
2022-06-26,91.72,98.0,106.44,82.04,88.33
2022-06-27,84.0,91.83,91.83,75.16,94.33
2022-06-28,74.48,77.33,79.48,62.17,76.0
2022-06-29,35.0,30.0,36.5,49.18,36.5
2022-06-30,22.5,22.33,22.5,36.19,25.33
2022-07-01,86.53,91.13,89.27,23.2,92.6
2022-07-02,108.27,118.87,117.53,10.21,110.13
2022-07-03,109.14,105.48,109.67,9.79,97.43
2022-07-04,72.74,70.17,75.04,9.09,69.74
2022-07-05,69.0,46.05,72.95,7.97,74.26
2022-07-06,75.72,99.78,87.0,25.98,65.44
2022-07-07,74.68,133.26,91.74,41.23,69.58
2022-07-08,73.02,96.56,69.51,45.27,73.36
2022-07-09,71.36,59.86,47.29,55.72,77.14
2022-07-10,28.75,65.2,67.9,58.79,83.95
2022-07-11,37.7,81.55,80.55,62.96,90.4
2022-07-12,92.5,105.0,100.1,71.26,96.8
2022-07-13,86.17,97.94,95.22,69.64,88.61
2022-07-14,82.19,83.1,81.95,68.05,75.43
2022-07-15,69.67,76.52,63.62,57.85,65.57
2022-07-16,54.21,51.0,55.36,49.66,54.86
2022-07-17,68.95,73.5,81.9,51.69,68.75
2022-07-18,91.1,111.4,103.05,64.27,90.95
2022-07-19,95.76,97.57,93.43,75.16,93.71
2022-07-20,92.84,107.63,98.37,73.95,100.37
2022-07-21,90.71,96.33,95.24,82.01,98.76
2022-07-22,94.05,97.5,105.9,89.16,97.7
2022-07-23,70.0,74.65,74.0,80.46,68.5
2022-07-24,63.63,65.42,65.84,63.25,52.58
2022-07-25,69.0,62.62,74.05,64.76,52.1
2022-07-26,79.85,84.75,80.85,67.1,75.6
2022-07-27,88.0,94.71,85.76,77.79,90.0
2022-07-28,100.55,113.85,91.35,88.83,101.55
2022-07-29,76.86,84.29,19.29,76.38,78.43
2022-07-30,76.05,87.95,82.9,67.44,76.45
2022-07-31,94.39,100.39,86.78,78.45,92.94
2022-08-01,82.95,95.56,78.53,81.41,80.58
2022-08-02,78.0,90.72,77.5,70.71,83.78
2022-08-03,100.7,113.05,108.2,89.37,101.95
2022-08-04,81.07,94.0,86.6,83.23,74.73
2022-08-05,58.38,80.38,66.43,59.71,58.62
2022-08-06,65.53,91.68,83.21,55.95,72.53
2022-08-07,94.85,87.9,92.6,83.33,102.9
2022-08-08,65.62,62.0,74.88,71.34,74.12
2022-08-09,8.38,71.5,73.04,61.23,69.92
2022-08-10,82.55,93.36,96.45,69.47,87.91
2022-08-11,84.1,81.76,91.33,80.4,89.1
2022-08-12,77.09,73.26,83.87,75.56,78.96
2022-08-13,72.08,69.15,77.15,65.98,75.15
2022-08-14,82.16,77.89,77.16,71.36,78.11
2022-08-15,69.44,63.22,72.0,62.88,67.67
2022-08-16,74.33,70.76,73.81,64.33,49.38
2022-08-17,66.93,58.93,65.79,72.55,64.86
2022-08-18,68.05,74.55,80.15,65.11,72.8
2022-08-19,73.68,78.32,72.53,67.83,79.53
2022-08-20,74.0,78.0,71.67,68.59,79.0
2022-08-21,72.73,68.18,67.55,68.91,73.91
2022-08-22,66.95,65.79,65.47,64.27,68.21
2022-08-23,90.63,93.84,95.0,74.24,94.79
2022-08-24,91.75,90.95,87.9,84.68,91.6
2022-08-25,80.4,77.3,76.45,80.47,81.75
2022-08-26,94.89,99.89,103.78,81.18,98.33
2022-08-27,106.46,99.0,111.31,100.68,107.38
2022-08-28,85.0,57.33,88.48,78.09,83.48
2022-08-29,75.65,66.25,76.4,67.85,75.45
2022-08-30,70.59,65.12,72.88,66.88,73.06
2022-08-31,74.73,73.59,79.61,80.15,75.14
2022-09-01,78.86,82.06,86.33,87.01,77.22
2022-09-02,83.0,90.53,93.06,72.81,79.29
2022-09-03,78.78,82.39,78.67,69.09,71.61
2022-09-04,54.35,52.94,48.35,45.54,54.24
2022-09-05,79.17,78.39,78.28,58.89,79.06
2022-09-06,76.18,70.47,74.82,70.24,77.18
2022-09-07,67.26,69.68,72.79,57.44,62.11
2022-09-08,72.33,76.78,67.72,65.99,72.06
2022-09-09,82.26,70.74,87.89,76.88,86.26
2022-09-10,82.77,70.0,86.25,65.76,85.15
2022-09-11,83.28,69.27,84.6,65.08,84.03
2022-09-12,83.79,68.53,82.95,57.47,82.92
2022-09-13,84.3,67.8,81.3,63.67,81.8
2022-09-14,84.57,68.67,80.81,77.44,88.29
2022-09-15,92.82,104.59,109.53,79.38,92.82
2022-09-16,89.64,92.07,95.9,76.46,88.73
2022-09-17,86.45,79.55,82.27,73.8,84.64
2022-09-18,105.48,92.91,89.65,85.64,91.0
2022-09-19,98.0,89.4,96.75,89.91,91.75
2022-09-20,81.25,78.15,84.3,76.44,86.15
2022-09-21,83.14,83.57,85.76,76.99,87.1
2022-09-22,80.0,81.32,87.68,73.43,48.0
2022-09-23,82.0,70.0,84.74,74.71,95.53
2022-09-24,81.59,70.91,83.76,70.43,93.62
2022-09-25,81.19,71.83,82.79,62.68,91.71
2022-09-26,80.78,72.74,81.81,69.76,89.8
2022-09-27,80.38,73.66,80.84,66.42,87.89
2022-09-28,79.97,74.57,79.86,66.64,85.98
2022-09-29,79.56,75.48,78.89,74.74,84.07
2022-09-30,79.16,76.4,77.91,80.65,82.16
2022-10-01,78.75,77.31,76.94,73.3,80.25
2022-10-02,46.0,47.0,50.77,57.45,47.36
2022-10-03,67.04,63.26,71.91,54.01,63.43
2022-10-04,63.18,54.45,64.23,60.23,68.18
