name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"-6.1535777, 106.910887",5/27/2023,33,25.3,28.8,38.3,25.3,32.8,24.6,79.5,7.265,100,8.33,rain,0,0,18.7,16.3,84.6,1009.6,47.9,5,212.9,18.4,7,30,2023-05-27T05:55:30,2023-05-27T17:43:28,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
"-6.1535777, 106.910887",5/28/2023,32.2,25.2,28.8,38.7,25.2,32.5,24.4,78.5,8.807,100,8.33,rain,0,0,18.7,14.8,55.1,1008.8,48.7,5.2,228.2,19.6,8,30,2023-05-28T05:55:42,2023-05-28T17:43:31,0.28,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
"-6.1535777, 106.910887",5/29/2023,32.8,26.2,29.3,39,26.2,34,24.6,76.9,0.172,100,8.33,rain,0,0,18,18.4,21.5,1009.3,55.3,5.5,196.4,16.9,7,10,2023-05-29T05:55:54,2023-05-29T17:43:34,0.31,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"96741099999,WIHH,WIII,96739099999,96749099999,96751099999,96749599999,96745099999"
"-6.1535777, 106.910887",5/30/2023,32.8,26,29.1,39.8,26,33.8,24.9,79.1,0.104,100,8.33,rain,0,0,18.7,13.9,54.6,1009.9,59.3,5,200.3,17.3,7,10,2023-05-30T05:56:06,2023-05-30T17:43:38,0.34,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
"-6.1535777, 106.910887",5/31/2023,33,24.8,29.1,38.4,24.8,32.5,23.8,74.7,0,0,0,rain,0,0,29.5,14.2,67.9,1009.6,41,5.8,228.1,19.6,8,10,2023-05-31T05:56:19,2023-05-31T17:43:42,0.37,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
"-6.1535777, 106.910887",6/1/2023,33,25.2,28.9,38.9,25.2,32.9,23.6,73.9,0,0,0,,0,0,19.8,17.6,75.9,1009.6,42.3,6.2,229.7,19.9,8,10,2023-06-01T05:56:32,2023-06-01T17:43:47,0.4,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"96741099999,WIHH,WIII,96739099999,96749099999,96751099999,96749599999,96745099999"
"-6.1535777, 106.910887",6/2/2023,34,25.2,29.7,39,25.2,34,24,73.2,0,0,0,,0,0,25.9,22.9,89.7,1009.8,42.6,6.1,239.2,20.7,8,10,2023-06-02T05:56:45,2023-06-02T17:43:52,0.44,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
"-6.1535777, 106.910887",6/3/2023,33,25.3,29.7,38.5,25.3,34.5,24.4,74.8,0,0,0,rain,0,0,23.4,18.7,66,1010.2,46.9,6.2,232.8,20,8,30,2023-06-03T05:56:58,2023-06-03T17:43:58,0.47,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
"-6.1535777, 106.910887",6/4/2023,33,26.2,29.4,38.9,26.2,34.3,24.6,76,0,0,0,rain,0,0,21.6,23.1,36.5,1009.6,45.3,6.2,218.8,18.9,8,30,2023-06-04T05:57:12,2023-06-04T17:44:05,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"96741099999,WIHH,WIII,96739099999,96749099999,96751099999,96749599999,96745099999"
"-6.1535777, 106.910887",6/5/2023,33,25.3,29.1,40.1,25.3,33.8,24.6,77.9,2.056,100,8.33,rain,0,0,20.2,16.6,68.3,1009,49.6,5.8,212.9,18.2,8,30,2023-06-05T05:57:25,2023-06-05T17:44:12,0.54,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
