name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"-6.19466, 106.8235",1/14/2022,29,24,26.8,34.5,24,29.5,24.4,86.9,13.302,100,12.5,rain,0,0,28.8,19.3,305.3,1010.8,58.5,5.7,224.4,19.4,8,30,2022-01-14T05:48:20,2022-01-14T18:14:58,0.38,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
"-6.19466, 106.8235",1/15/2022,29,24,26.9,34,24,29.7,24.5,87.1,3.657,100,8.33,rain,0,0,30.2,16.6,292.7,1010.7,65.4,5.8,167.9,14.5,6,30,2022-01-15T05:48:48,2022-01-15T18:15:13,0.41,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"96741099999,WIII,WIHH,96739099999,96749099999,96751099999,96749599999,96745099999"
"-6.19466, 106.8235",1/16/2022,29,25,27.1,34.8,25,30.1,25.3,90,11.826,100,8.33,rain,0,0,27.7,14.6,304,1010.1,54,5,206.1,17.6,7,30,2022-01-16T05:49:15,2022-01-16T18:15:28,0.44,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
"-6.19466, 106.8235",1/17/2022,31,25,27.8,37.7,25,31.5,24.9,85,5.967,100,16.67,rain,0,0,29.9,22.1,308.2,1009.7,65.6,6,235.3,20.3,9,30,2022-01-17T05:49:41,2022-01-17T18:15:43,0.47,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"96741099999,WIII,WIHH,96739099999,96749099999,96751099999,96749599999,96745099999"
"-6.19466, 106.8235",1/18/2022,28.2,24,26.1,32.8,24,27.4,24.7,91.9,163.023,100,29.17,rain,0,0,40.7,21.7,305.6,1009.5,73,5.1,160.2,13.8,5,30,2022-01-18T05:50:07,2022-01-18T18:15:56,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"96737099999,96741099999,WIII,WIHH,96739099999,96749099999,96751099999,96745099999,96749599999"
"-6.19466, 106.8235",1/19/2022,30.6,24,27,36.4,24,29.4,24.2,85.5,53.715,100,25,rain,0,0,55.4,28.5,293.6,1008.7,71.4,5.9,235.2,20.2,8,10,2022-01-19T05:50:32,2022-01-19T18:16:08,0.54,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"96741099999,WIII,WIHH,96739099999,96749099999,96751099999,96749599999,96745099999"
"-6.19466, 106.8235",1/20/2022,29.8,24,25.8,34.2,24,26.6,23.4,86.8,0.154,100,16.67,rain,0,0,31.3,14.7,249.1,1009.6,58.5,6.2,84.3,7.2,4,10,2022-01-20T05:50:57,2022-01-20T18:16:20,0.58,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
"-6.19466, 106.8235",1/21/2022,31,24,27.4,36.3,24,30.2,23.8,81.8,0.511,100,8.33,rain,0,0,33.5,23.4,286.5,1009.3,54,6.3,238.4,20.6,8,30,2022-01-21T05:51:21,2022-01-21T18:16:30,0.61,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
"-6.19466, 106.8235",1/22/2022,30.8,24,27.2,36.5,24,29.9,24.3,84.8,8.921,100,16.67,rain,0,0,21.2,16.6,277.6,1009.5,57.2,5.9,97.3,8.4,6,10,2022-01-22T05:51:44,2022-01-22T18:16:40,0.65,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
"-6.19466, 106.8235",1/23/2022,33.3,25,29,40.7,25,32.8,24.1,75.9,0,0,0,,0,0,27.7,25.4,277.8,1008.5,46.6,6.5,237.4,20.6,8,30,2022-01-23T05:52:07,2022-01-23T18:16:49,0.68,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"96741099999,WIII,WIHH,96739099999,96749099999,96751099999,96749599999,96745099999"
"-6.19466, 106.8235",1/24/2022,34.6,25,29.2,41.6,25,32.8,23.8,74.1,0,0,0,,0,0,36.4,28.6,250.4,1007.5,44,6.8,270.8,23.4,9,30,2022-01-24T05:52:29,2022-01-24T18:16:56,0.72,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
"-6.19466, 106.8235",1/25/2022,31.8,25,28.6,38.2,25,32.8,24.5,78.8,4.895,100,8.33,rain,0,0,35.3,25.6,266.1,1007.7,50.5,7.2,207.8,17.9,7,30,2022-01-25T05:52:51,2022-01-25T18:17:03,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
"-6.19466, 106.8235",1/26/2022,30,24.8,27.3,36.5,24.8,29.9,24.8,86.7,0.753,100,8.33,rain,0,0,28.4,13,278.9,1008.7,60.1,6.3,186.9,16.1,7,30,2022-01-26T05:53:12,2022-01-26T18:17:09,0.79,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
"-6.19466, 106.8235",1/27/2022,32.6,24.2,28.2,37.1,24.2,31.5,24.2,80.1,0.006,100,4.17,rain,0,0,31.7,20.1,304.9,1009.1,49.3,6.3,248.2,21.6,9,10,2022-01-27T05:53:33,2022-01-27T18:17:14,0.82,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"96741099999,WIII,WIHH,96739099999,96749099999,96751099999,96749599999,96745099999"
"-6.19466, 106.8235",1/28/2022,32.8,25,27.5,40.1,25,30,24.1,83,4.923,100,12.5,rain,0,0,30.2,18.1,272.6,1009.6,49.9,6,229.5,19.9,9,10,2022-01-28T05:53:52,2022-01-28T18:17:18,0.86,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
"-6.19466, 106.8235",1/29/2022,31.8,24.2,27.8,37.9,24.2,30.8,24.1,81.1,0,0,0,,0,0,23,19.9,320.8,1009.5,46.2,5.5,199,17.4,7,30,2022-01-29T05:54:11,2022-01-29T18:17:21,0.89,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
"-6.19466, 106.8235",1/30/2022,31.8,25,28,38.2,25,31.4,24.1,79.9,0.001,100,4.17,rain,0,0,23.4,17.9,293.6,1009.2,51.1,5.1,245.1,21.2,9,30,2022-01-30T05:54:30,2022-01-30T18:17:23,0.93,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
"-6.19466, 106.8235",1/31/2022,31.8,25,28.4,38.9,25,31.8,23.9,77.5,0,0,0,rain,0,0,29.5,16.6,315.9,1009.1,54.4,5.9,201.1,17.4,8,30,2022-01-31T05:54:47,2022-01-31T18:17:24,0.96,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
"-6.19466, 106.8235",2/1/2022,31.8,25.2,28.3,38.2,25.2,32.2,24.6,81.1,0.003,100,4.17,rain,0,0,23.8,16.1,317.5,1008.5,53.6,5.8,281,24.3,9,30,2022-02-01T05:55:04,2022-02-01T18:17:25,0,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
"-6.19466, 106.8235",2/2/2022,31.6,24,27.6,37.3,24,30.6,24.1,82.4,4.404,100,16.67,rain,0,0,24.1,22.3,332.9,1009.6,61.2,6.3,212.3,18.3,7,10,2022-02-02T05:55:21,2022-02-02T18:17:24,0.03,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
"-6.19466, 106.8235",2/3/2022,32.3,25.2,28.7,37.7,25.2,32.7,24.5,78.7,1.034,100,12.5,rain,0,0,21.6,15.2,342.4,1009.1,45.7,6.1,188,16.3,6,30,2022-02-03T05:55:36,2022-02-03T18:17:22,0.06,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
"-6.19466, 106.8235",2/4/2022,31,24,26.9,37.4,24,29.2,24.3,86.9,101.867,100,20.83,rain,0,0,27.4,20.2,292.9,1008.3,67.5,5.3,246.7,21.5,9,30,2022-02-04T05:55:51,2022-02-04T18:17:20,0.1,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
"-6.19466, 106.8235",2/5/2022,29.1,24,26.2,34.7,24,27.9,24.3,89.6,42.914,100,16.67,rain,0,0,29.9,20.5,255,1008.7,61.4,6,130.7,11.2,6,10,2022-02-05T05:56:05,2022-02-05T18:17:16,0.13,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
"-6.19466, 106.8235",2/6/2022,31,24.8,27.6,36.7,24.8,30.4,24.2,82.4,0.083,100,20.83,rain,0,0,50.4,25.3,288.4,1008.1,59.6,6.3,184.4,15.9,7,10,2022-02-06T05:56:19,2022-02-06T18:17:12,0.16,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
"-6.19466, 106.8235",2/7/2022,31,25,27.7,36.5,25,30.4,24.5,83.7,12.731,100,16.67,rain,0,0,31,18,329,1008.3,63.1,5.9,193,16.7,7,10,2022-02-07T05:56:31,2022-02-07T18:17:06,0.19,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
"-6.19466, 106.8235",2/8/2022,27.7,25.2,26.4,31.8,25.2,27.7,25,91.9,68.18,100,20.83,rain,0,0,29.2,10.3,155.4,1009.3,68.6,5.2,195.4,16.9,7,30,2022-02-08T05:56:43,2022-02-08T18:17:00,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
"-6.19466, 106.8235",2/9/2022,31,24.9,27.3,37.7,24.9,29.5,24.1,83.2,1.243,100,16.67,rain,0,0,68.4,37.1,278,1009.3,61.4,5.8,226,19.6,8,10,2022-02-09T05:56:55,2022-02-09T18:16:53,0.26,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
"-6.19466, 106.8235",2/10/2022,30.6,24,27.2,36.8,24,29.5,23.4,80.6,0.006,100,4.17,rain,0,0,44.6,22.3,256.6,1008.2,61.1,6.2,128.5,11.1,5,10,2022-02-10T05:57:05,2022-02-10T18:16:45,0.29,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"96737099999,96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
"-6.19466, 106.8235",2/11/2022,30,24,27.5,36.2,24,30.5,24,81.2,0.388,100,4.17,rain,0,0,35.3,18.4,274.8,1007.6,56.2,5.9,269.3,23.2,9,10,2022-02-11T05:57:15,2022-02-11T18:16:36,0.32,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
"-6.19466, 106.8235",2/12/2022,30,25.2,27.9,36.5,25.2,31.7,24.6,82.8,0,0,0,,0,0,31.3,14.4,292.5,1006.7,58.8,5.8,205.4,17.7,9,10,2022-02-12T05:57:24,2022-02-12T18:16:26,0.35,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
"-6.19466, 106.8235",2/13/2022,30.6,24.2,27.1,37.1,24.2,29.4,24.3,85.3,0.006,100,8.33,rain,0,0,28.1,21.5,294.2,1006.6,60.1,5.6,183.5,15.9,9,10,2022-02-13T05:57:33,2022-02-13T18:16:16,0.39,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
"-6.19466, 106.8235",2/14/2022,29.8,24.2,26.4,34.8,24.2,27.8,23.7,85.9,23.555,100,12.5,rain,0,0,21.6,18,233.1,1008,52.5,5.6,190.9,16.4,8,10,2022-02-14T05:57:40,2022-02-14T18:16:04,0.42,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
"-6.19466, 106.8235",2/15/2022,33.6,24.7,27.5,39.3,24.7,30.1,24.1,82.8,2.107,100,4.17,rain,0,0,20.9,18,308.1,1007.9,54.2,5.5,199.5,17.2,7,10,2022-02-15T05:57:48,2022-02-15T18:15:52,0.45,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
"-6.19466, 106.8235",2/16/2022,32.8,24.2,28.2,39.1,24.2,30.8,24.1,80,47.031,100,8.33,rain,0,0,23.4,33.5,21.7,1006.4,54.4,5.6,257.4,22.2,9,30,2022-02-16T05:57:54,2022-02-16T18:15:39,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
"-6.19466, 106.8235",2/17/2022,30.8,24,27.4,37.4,24,30.3,24.3,83.8,0.031,100,12.5,rain,0,0,28.1,14.4,264.4,1006.7,56.2,5.7,208.9,18.2,7,10,2022-02-17T05:58:00,2022-02-17T18:15:25,0.52,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
"-6.19466, 106.8235",2/18/2022,29.8,25.2,27.2,35.6,25.2,30,24.7,86.5,2.825,100,20.83,rain,0,0,20.2,10.8,5.8,1008.5,58.5,5,99.1,8.6,4,10,2022-02-18T05:58:05,2022-02-18T18:15:11,0.55,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
"-6.19466, 106.8235",2/19/2022,31.1,25,27.3,37.4,25,30.2,24.6,85.4,2.33,100,8.33,rain,0,0,22.3,18.4,340,1009.4,53.4,5.6,239.5,20.7,8,30,2022-02-19T05:58:09,2022-02-19T18:14:56,0.59,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
"-6.19466, 106.8235",2/20/2022,30.1,25.2,27.7,36.6,25.2,31.2,24.8,84.8,0.862,100,12.5,rain,0,0,24.8,20,301.8,1009.6,56.3,5.7,204,17.4,8,30,2022-02-20T05:58:13,2022-02-20T18:14:40,0.62,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
"-6.19466, 106.8235",2/21/2022,32.8,24,28.2,38.7,24,31.4,23.6,77.2,0.015,100,8.33,rain,0,0,24.1,17.5,319.7,1009.2,57,6.1,236.1,20.2,9,30,2022-02-21T05:58:17,2022-02-21T18:14:23,0.66,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
"-6.19466, 106.8235",2/22/2022,34,24,28.8,39.5,24,32.4,23.9,75.9,2.994,100,4.17,rain,0,0,30.2,19.3,285.4,1009.8,52.6,6.5,255.4,21.9,9,30,2022-02-22T05:58:19,2022-02-22T18:14:06,0.7,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
"-6.19466, 106.8235",2/23/2022,31.8,24,27.8,37.9,24,30.6,23.5,78.6,15.886,100,12.5,rain,0,0,31.3,29.5,283.6,1010.5,57.1,6.3,200.6,17.2,7,30,2022-02-23T05:58:21,2022-02-23T18:13:48,0.73,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
"-6.19466, 106.8235",2/24/2022,32.6,23,27.8,35.8,23,29.5,22.1,73.4,3.036,100,12.5,rain,0,0,35.3,28.9,253.8,1010.4,53.9,6.7,139.2,12.1,6,10,2022-02-24T05:58:23,2022-02-24T18:13:29,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
"-6.19466, 106.8235",2/25/2022,29.8,24,26.8,33.6,24,28.2,23,80.2,3.025,100,12.5,rain,0,0,31.7,21.4,246.7,1010.3,59.8,6.3,118.7,10.3,5,10,2022-02-25T05:58:24,2022-02-25T18:13:10,0.8,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
"-6.19466, 106.8235",2/26/2022,31,24.7,26.9,35.7,24.7,28.6,23.3,81.5,0.061,100,12.5,rain,0,0,61.2,30.4,252.4,1009.8,56.4,6.5,160.1,13.9,7,10,2022-02-26T05:58:24,2022-02-26T18:12:50,0.84,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
"-6.19466, 106.8235",2/27/2022,30.6,24,27.1,35.9,24,29.2,23.7,82.4,1.162,100,8.33,rain,0,0,43.6,27.7,263.5,1009.6,45.4,6.7,212.2,18.4,8,10,2022-02-27T05:58:24,2022-02-27T18:12:29,0.87,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"96737099999,96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
"-6.19466, 106.8235",2/28/2022,30.5,25,27.5,35.8,25,30.3,24.1,82.4,3.78,100,20.83,rain,0,0,38.2,27,260.5,1008.9,54.4,6.6,220.2,19.1,9,10,2022-02-28T05:58:23,2022-02-28T18:12:08,0.91,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
"-6.19466, 106.8235",3/1/2022,29,23.2,25.9,33.6,23.2,27.3,23.9,89.1,16.326,100,29.17,rain,0,0,40.3,24.1,257.3,1009.4,66.1,5.7,185.3,16.2,8,10,2022-03-01T05:58:22,2022-03-01T18:11:46,0.95,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
"-6.19466, 106.8235",3/2/2022,31.1,24,27.4,37.7,24,29.9,24.1,83.5,6.232,100,8.33,rain,0,0,57.6,27,264.1,1008.9,50.5,6.5,197,17.2,6,10,2022-03-02T05:58:20,2022-03-02T18:11:24,0.98,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
"-6.19466, 106.8235",3/3/2022,32.8,24,28.2,39.2,24,31.6,23.9,78.5,0.006,100,8.33,rain,0,0,34.2,28.6,279.4,1008.3,48.9,6.8,243.1,20.9,9,30,2022-03-03T05:58:18,2022-03-03T18:11:01,0,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
"-6.19466, 106.8235",3/4/2022,31.8,24,28,37,24,31.1,24,80,3.316,100,8.33,rain,0,0,35.3,20,276.1,1009.3,63,6.3,111.5,9.7,4,30,2022-03-04T05:58:16,2022-03-04T18:10:38,0.05,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
"-6.19466, 106.8235",3/5/2022,32.8,24,27.3,38.3,24,29.5,23.8,81.9,12.151,100,12.5,rain,0,0,66.6,29.4,242.6,1009,54.8,6.3,201.3,17.4,9,30,2022-03-05T05:58:13,2022-03-05T18:10:14,0.08,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"96737099999,96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
"-6.19466, 106.8235",3/6/2022,31.8,25,27.4,37.9,25,29.9,23.8,81.5,0.63,100,12.5,rain,0,0,51.8,29,250.1,1008.7,61.6,6.4,203.8,17.7,8,30,2022-03-06T05:58:09,2022-03-06T18:09:50,0.11,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"96737099999,96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
"-6.19466, 106.8235",3/7/2022,32.6,26,28.6,38,26,31.2,23.3,74.2,0.002,100,8.33,rain,0,0,23.8,24.1,244.9,1008.3,56.3,6.9,183.8,15.9,8,30,2022-03-07T05:58:05,2022-03-07T18:09:26,0.14,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
