DATETIME,WAKTU,ISPU_PM10,ISPU_PM2_5,ISPU_SO2,ISPU_CO,ISPU_O3,ISPU_NO2,STATUS_BY_PM10,STATUS_BY_PM2_5,STATUS_BY_SO2,STATUS_BY_CO,STATUS_BY_O3,STATUS_BY_NO2,Critical Parameter,OVERALL_ISPU_STATUS
2022-05-19 17:00:00,17:00:00,59.42857142857143,98.14285714285714,30.0,15.214285714285714,27.285714285714285,15.071428571428571,-,-,-,-,-,-,-,-
2022-05-19 18:00:00,18:00:00,59.857142857142854,98.28571428571429,30.0,15.428571428571429,27.571428571428573,15.142857142857142,-,-,-,-,-,-,-,-
2022-05-19 19:00:00,19:00:00,60.285714285714285,98.42857142857143,30.0,15.642857142857142,27.857142857142858,15.214285714285714,-,-,-,-,-,-,-,-
2022-05-19 20:00:00,20:00:00,60.714285714285715,98.57142857142857,30.0,15.857142857142858,28.142857142857142,15.285714285714286,-,-,-,-,-,-,-,-
2022-05-19 21:00:00,21:00:00,61.142857142857146,98.71428571428571,30.0,16.071428571428573,28.428571428571427,15.357142857142858,-,-,-,-,-,-,-,-
2022-05-19 22:00:00,22:00:00,61.57142857142857,98.85714285714286,30.0,16.285714285714285,28.714285714285715,15.428571428571429,-,-,-,-,-,-,-,-
2022-05-19 23:00:00,23:00:00,62.0,99.0,30.0,16.5,29.0,15.5,-,-,-,-,-,-,-,-
2022-05-20 00:00:00,00:00:00,62.42857142857143,99.14285714285714,30.0,16.714285714285715,29.285714285714285,15.571428571428571,-,-,-,-,-,-,-,-
2022-05-20 01:00:00,01:00:00,62.857142857142854,99.28571428571429,30.0,16.928571428571427,29.571428571428573,15.642857142857142,-,-,-,-,-,-,-,-
2022-05-20 02:00:00,02:00:00,63.285714285714285,99.42857142857143,30.0,17.142857142857142,29.857142857142858,15.714285714285714,-,-,-,-,-,-,-,-
2022-05-20 03:00:00,03:00:00,63.714285714285715,99.57142857142857,30.0,17.357142857142858,30.142857142857142,15.785714285714286,-,-,-,-,-,-,-,-
2022-05-20 04:00:00,04:00:00,64.14285714285714,99.71428571428571,30.0,17.57142857142857,30.428571428571427,15.857142857142858,-,-,-,-,-,-,-,-
2022-05-20 05:00:00,05:00:00,64.57142857142857,99.85714285714286,30.0,17.785714285714285,30.714285714285715,15.928571428571429,-,-,-,-,-,-,-,-
2022-05-20 06:00:00,06:00:00,65.0,100.0,30.0,18.0,31.0,16.0,Sedang,Tidak Sehat,Baik,Baik,Baik,Baik,pm25,Tidak Sehat
2022-05-20 07:00:00,07:00:00,64.0,99.0,30.0,18.0,30.0,16.0,Sedang,Sedang,Baik,Baik,Baik,Baik,pm25,Sedang
2022-05-20 08:00:00,08:00:00,64.0,97.0,30.0,18.0,30.0,15.0,Sedang,Sedang,Baik,Baik,Baik,Baik,pm25,Sedang
2022-05-20 09:00:00,09:00:00,64.0,96.0,30.0,18.0,30.0,16.0,Sedang,Sedang,Baik,Baik,Baik,Baik,pm25,Sedang
2022-05-20 10:00:00,10:00:00,64.0,95.0,31.0,19.0,29.0,17.0,Sedang,Sedang,Baik,Baik,Baik,Baik,pm25,Sedang
2022-05-20 11:00:00,11:00:00,64.0,94.0,31.0,19.0,28.0,17.0,Sedang,Sedang,Baik,Baik,Baik,Baik,pm25,Sedang
2022-05-20 12:00:00,12:00:00,64.0,94.0,31.0,19.0,27.0,17.0,Sedang,Sedang,Baik,Baik,Baik,Baik,pm25,Sedang
2022-05-20 13:00:00,13:00:00,63.0,94.0,31.0,18.0,26.0,17.0,Sedang,Sedang,Baik,Baik,Baik,Baik,pm25,Sedang
2022-05-20 14:00:00,14:00:00,63.0,92.0,31.0,18.0,25.0,17.0,Sedang,Sedang,Baik,Baik,Baik,Baik,pm25,Sedang
2022-05-20 15:00:00,15:00:00,63.0,89.0,31.0,18.0,25.0,16.0,Sedang,Sedang,Baik,Baik,Baik,Baik,pm25,Sedang
2022-05-20 16:00:00,16:00:00,63.0,90.0,32.0,18.0,26.0,17.0,Sedang,Sedang,Baik,Baik,Baik,Baik,pm25,Sedang
2022-05-20 17:00:00,17:00:00,62.0,90.0,32.0,18.0,25.0,16.0,Sedang,Sedang,Baik,Baik,Baik,Baik,pm25,Sedang
2022-05-20 18:00:00,18:00:00,62.0,88.5,32.0,17.5,25.0,16.0,-,-,-,-,-,-,-,-
2022-05-20 19:00:00,19:00:00,62.0,87.0,32.0,17.0,25.0,16.0,Sedang,Sedang,Baik,Baik,Baik,Baik,pm25,Sedang
2022-05-20 20:00:00,20:00:00,61.0,86.0,32.0,17.0,25.0,15.0,Sedang,Sedang,Baik,Baik,Baik,Baik,pm25,Sedang
2022-05-20 21:00:00,21:00:00,60.0,85.0,32.0,17.0,25.0,15.0,Sedang,Sedang,Baik,Baik,Baik,Baik,pm25,Sedang
2022-05-20 22:00:00,22:00:00,59.0,84.0,32.0,16.0,25.0,15.0,Sedang,Sedang,Baik,Baik,Baik,Baik,pm25,Sedang
2022-05-20 23:00:00,23:00:00,58.766666666666666,83.73333333333333,32.06666666666667,15.866666666666667,25.033333333333335,14.9,-,-,-,-,-,-,-,-
2022-05-21 00:00:00,,58.53333333333333,83.46666666666667,32.13333333333333,15.733333333333333,25.066666666666666,14.8,,,,,,,,
2022-05-21 01:00:00,,58.3,83.2,32.2,15.6,25.1,14.7,,,,,,,,
2022-05-21 02:00:00,,58.06666666666667,82.93333333333334,32.266666666666666,15.466666666666667,25.133333333333333,14.6,,,,,,,,
2022-05-21 03:00:00,,57.833333333333336,82.66666666666667,32.333333333333336,15.333333333333334,25.166666666666668,14.5,,,,,,,,
2022-05-21 04:00:00,,57.6,82.4,32.4,15.2,25.2,14.4,,,,,,,,
2022-05-21 05:00:00,,57.36666666666667,82.13333333333334,32.46666666666667,15.066666666666666,25.233333333333334,14.3,,,,,,,,
2022-05-21 06:00:00,,57.13333333333333,81.86666666666666,32.53333333333333,14.933333333333334,25.266666666666666,14.2,,,,,,,,
2022-05-21 07:00:00,,56.9,81.6,32.6,14.8,25.3,14.1,,,,,,,,
2022-05-21 08:00:00,,56.666666666666664,81.33333333333333,32.666666666666664,14.666666666666666,25.333333333333332,14.0,,,,,,,,
2022-05-21 09:00:00,,56.43333333333333,81.06666666666666,32.733333333333334,14.533333333333333,25.366666666666667,13.9,,,,,,,,
2022-05-21 10:00:00,,56.2,80.8,32.8,14.4,25.4,13.8,,,,,,,,
2022-05-21 11:00:00,,55.96666666666667,80.53333333333333,32.86666666666667,14.266666666666667,25.433333333333334,13.7,,,,,,,,
2022-05-21 12:00:00,,55.733333333333334,80.26666666666667,32.93333333333333,14.133333333333333,25.466666666666665,13.6,,,,,,,,
2022-05-21 13:00:00,,55.5,80.0,33.0,14.0,25.5,13.5,,,,,,,,
2022-05-21 14:00:00,,55.266666666666666,79.73333333333333,33.06666666666667,13.866666666666667,25.533333333333335,13.4,,,,,,,,
2022-05-21 15:00:00,,55.03333333333333,79.46666666666667,33.13333333333333,13.733333333333334,25.566666666666666,13.3,,,,,,,,
2022-05-21 16:00:00,,54.8,79.2,33.2,13.6,25.6,13.2,,,,,,,,
2022-05-21 17:00:00,,54.56666666666666,78.93333333333334,33.266666666666666,13.466666666666667,25.633333333333333,13.1,,,,,,,,
2022-05-21 18:00:00,,54.333333333333336,78.66666666666667,33.333333333333336,13.333333333333334,25.666666666666668,13.0,,,,,,,,
2022-05-21 19:00:00,,54.1,78.4,33.4,13.2,25.7,12.9,,,,,,,,
2022-05-21 20:00:00,,53.86666666666667,78.13333333333334,33.46666666666667,13.066666666666666,25.733333333333334,12.8,,,,,,,,
2022-05-21 21:00:00,,53.63333333333333,77.86666666666667,33.53333333333333,12.933333333333334,25.766666666666666,12.7,,,,,,,,
2022-05-21 22:00:00,,53.4,77.6,33.6,12.8,25.8,12.6,,,,,,,,
2022-05-21 23:00:00,,53.166666666666664,77.33333333333333,33.666666666666664,12.666666666666668,25.833333333333332,12.5,,,,,,,,
2022-05-22 00:00:00,00:00:00,52.93333333333334,77.06666666666666,33.733333333333334,12.533333333333333,25.866666666666667,12.4,-,-,-,-,-,-,-,-
2022-05-22 01:00:00,01:00:00,52.7,76.8,33.8,12.4,25.9,12.3,-,-,-,-,-,-,-,-
2022-05-22 02:00:00,02:00:00,52.46666666666667,76.53333333333333,33.86666666666667,12.266666666666667,25.933333333333334,12.2,-,-,-,-,-,-,-,-
2022-05-22 03:00:00,03:00:00,52.233333333333334,76.26666666666667,33.93333333333333,12.133333333333333,25.966666666666665,12.1,-,-,-,-,-,-,-,-
2022-05-22 04:00:00,04:00:00,52.0,76.0,34.0,12.0,26.0,12.0,Sedang,Sedang,Baik,Baik,Baik,Baik,pm25,Sedang
2022-05-22 05:00:00,05:00:00,52.0,75.0,34.0,11.0,26.0,12.0,Sedang,Sedang,Baik,Baik,Baik,Baik,pm25,Sedang
2022-05-22 06:00:00,06:00:00,52.0,75.0,34.0,11.0,26.0,12.0,Sedang,Sedang,Baik,Baik,Baik,Baik,pm25,Sedang
2022-05-22 07:00:00,07:00:00,52.0,75.0,34.0,10.0,26.0,13.0,Sedang,Sedang,Baik,Baik,Baik,Baik,pm25,Sedang
2022-05-22 08:00:00,08:00:00,52.0,75.0,34.0,10.0,26.0,12.0,Sedang,Sedang,Baik,Baik,Baik,Baik,pm25,Sedang
2022-05-22 09:00:00,09:00:00,52.0,75.0,34.0,10.0,26.0,12.0,Sedang,Sedang,Baik,Baik,Baik,Baik,pm25,Sedang
2022-05-22 10:00:00,10:00:00,52.0,76.0,34.0,10.0,26.0,12.0,Sedang,Sedang,Baik,Baik,Baik,Baik,pm25,Sedang
2022-05-22 11:00:00,11:00:00,52.0,76.0,34.0,10.0,25.0,12.0,Sedang,Sedang,Baik,Baik,Baik,Baik,pm25,Sedang
2022-05-22 12:00:00,12:00:00,52.0,76.0,34.0,10.0,25.0,12.0,Sedang,Sedang,Baik,Baik,Baik,Baik,pm25,Sedang
2022-05-22 13:00:00,13:00:00,52.0,76.0,34.0,10.0,25.0,12.0,Sedang,Sedang,Baik,Baik,Baik,Baik,pm25,Sedang
2022-05-22 14:00:00,14:00:00,51.5,76.0,33.5,10.0,24.5,12.0,-,-,-,-,-,-,-,-
2022-05-22 15:00:00,15:00:00,51.0,76.0,33.0,10.0,24.0,12.0,Sedang,Sedang,Baik,Baik,Baik,Baik,pm25,Sedang
2022-05-22 16:00:00,16:00:00,51.0,75.0,33.0,10.0,24.0,12.0,Sedang,Sedang,Baik,Baik,Baik,Baik,pm25,Sedang
2022-05-22 17:00:00,17:00:00,51.0,75.0,33.0,10.0,24.0,12.0,Sedang,Sedang,Baik,Baik,Baik,Baik,pm25,Sedang
2022-05-22 18:00:00,18:00:00,51.0,75.0,33.0,10.0,24.0,12.0,Sedang,Sedang,Baik,Baik,Baik,Baik,pm25,Sedang
2022-05-22 19:00:00,19:00:00,51.0,75.0,33.0,10.0,24.0,12.0,Sedang,Sedang,Baik,Baik,Baik,Baik,pm25,Sedang
2022-05-22 20:00:00,20:00:00,50.0,76.0,33.0,10.0,23.0,12.0,Sedang,Sedang,Baik,Baik,Baik,Baik,pm25,Sedang
2022-05-22 21:00:00,21:00:00,50.0,76.0,33.0,10.0,23.0,12.0,Sedang,Sedang,Baik,Baik,Baik,Baik,pm25,Sedang
2022-05-22 22:00:00,22:00:00,50.0,78.0,33.0,10.0,22.0,13.0,Sedang,Sedang,Baik,Baik,Baik,Baik,pm25,Sedang
2022-05-22 23:00:00,23:00:00,51.0,79.0,33.0,10.0,22.0,13.0,Sedang,Sedang,Baik,Baik,Baik,Baik,pm25,Sedang
2022-05-23 00:00:00,00:00:00,51.5,81.0,33.0,10.5,21.75,13.25,-,-,-,-,-,-,-,-
2022-05-23 01:00:00,01:00:00,52.0,83.0,33.0,11.0,21.5,13.5,-,-,-,-,-,-,-,-
2022-05-23 02:00:00,02:00:00,52.5,85.0,33.0,11.5,21.25,13.75,-,-,-,-,-,-,-,-
2022-05-23 03:00:00,03:00:00,53.0,87.0,33.0,12.0,21.0,14.0,Sedang,Sedang,Baik,Baik,Baik,Baik,pm25,Sedang
2022-05-23 04:00:00,04:00:00,54.0,89.0,33.0,12.0,20.0,14.0,Sedang,Sedang,Baik,Baik,Baik,Baik,pm25,Sedang
2022-05-23 05:00:00,05:00:00,55.0,92.0,33.0,13.0,20.0,14.0,Sedang,Sedang,Baik,Baik,Baik,Baik,pm25,Sedang
2022-05-23 06:00:00,06:00:00,56.0,95.0,33.0,13.0,20.0,13.0,Sedang,Sedang,Baik,Baik,Baik,Baik,pm25,Sedang
2022-05-23 07:00:00,07:00:00,58.0,96.0,33.0,14.0,20.0,13.0,Sedang,Sedang,Baik,Baik,Baik,Baik,pm25,Sedang
2022-05-23 08:00:00,08:00:00,59.0,98.0,33.0,15.0,20.0,13.0,Sedang,Sedang,Baik,Baik,Baik,Baik,pm25,Sedang
2022-05-23 09:00:00,09:00:00,60.0,99.0,33.0,15.0,19.0,13.0,Sedang,Sedang,Baik,Baik,Baik,Baik,pm25,Sedang
2022-05-23 10:00:00,10:00:00,61.0,97.0,33.0,15.0,19.0,12.0,Sedang,Sedang,Baik,Baik,Baik,Baik,pm25,Sedang
2022-05-23 11:00:00,11:00:00,62.0,96.0,33.0,14.0,17.0,12.0,Sedang,Sedang,Baik,Baik,Baik,Baik,pm25,Sedang
2022-05-23 12:00:00,12:00:00,62.0,94.0,33.0,14.0,17.0,11.0,Sedang,Sedang,Baik,Baik,Baik,Baik,pm25,Sedang
2022-05-23 13:00:00,13:00:00,62.0,91.0,33.0,14.0,16.0,11.0,Sedang,Sedang,Baik,Baik,Baik,Baik,pm25,Sedang
2022-05-23 14:00:00,14:00:00,62.0,90.0,33.0,13.0,17.0,11.0,Sedang,Sedang,Baik,Baik,Baik,Baik,pm25,Sedang
2022-05-23 15:00:00,15:00:00,62.0,90.0,33.0,13.0,17.0,11.0,Sedang,Sedang,Baik,Baik,Baik,Baik,pm25,Sedang
2022-05-23 16:00:00,16:00:00,61.0,90.0,33.0,13.0,17.0,11.0,Sedang,Sedang,Baik,Baik,Baik,Baik,pm25,Sedang
2022-05-23 17:00:00,17:00:00,61.0,90.0,33.0,13.0,17.0,11.0,Sedang,Sedang,Baik,Baik,Baik,Baik,pm25,Sedang
2022-05-23 18:00:00,18:00:00,61.0,90.0,33.0,13.0,17.0,10.0,Sedang,Sedang,Baik,Baik,Baik,Baik,pm25,Sedang
2022-05-23 19:00:00,19:00:00,60.0,90.0,33.0,13.0,17.0,10.0,Sedang,Sedang,Baik,Baik,Baik,Baik,pm25,Sedang
2022-05-23 20:00:00,20:00:00,60.0,90.0,33.0,13.0,16.0,11.0,Sedang,Sedang,Baik,Baik,Baik,Baik,pm25,Sedang
2022-05-23 21:00:00,21:00:00,60.0,90.0,33.0,13.0,17.0,11.0,Sedang,Sedang,Baik,Baik,Baik,Baik,pm25,Sedang
2022-05-23 22:00:00,22:00:00,60.0,89.0,33.0,13.0,17.0,11.0,Sedang,Sedang,Baik,Baik,Baik,Baik,pm25,Sedang
2022-05-23 23:00:00,23:00:00,60.0,88.0,33.0,13.0,17.0,11.0,Sedang,Sedang,Baik,Baik,Baik,Baik,pm25,Sedang
2022-05-24 00:00:00,,59.714285714285715,87.71428571428571,33.035714285714285,12.928571428571429,17.0,11.071428571428571,,,,,,,,
2022-05-24 01:00:00,,59.42857142857143,87.42857142857143,33.07142857142857,12.857142857142858,17.0,11.142857142857142,,,,,,,,
2022-05-24 02:00:00,,59.142857142857146,87.14285714285714,33.107142857142854,12.785714285714286,17.0,11.214285714285714,,,,,,,,
2022-05-24 03:00:00,,58.857142857142854,86.85714285714286,33.142857142857146,12.714285714285714,17.0,11.285714285714286,,,,,,,,
2022-05-24 04:00:00,,58.57142857142857,86.57142857142857,33.17857142857143,12.642857142857142,17.0,11.357142857142858,,,,,,,,
2022-05-24 05:00:00,,58.285714285714285,86.28571428571429,33.214285714285715,12.571428571428571,17.0,11.428571428571429,,,,,,,,
2022-05-24 06:00:00,,58.0,86.0,33.25,12.5,17.0,11.5,,,,,,,,
2022-05-24 07:00:00,,57.714285714285715,85.71428571428571,33.285714285714285,12.428571428571429,17.0,11.571428571428571,,,,,,,,
2022-05-24 08:00:00,,57.42857142857143,85.42857142857143,33.32142857142857,12.357142857142858,17.0,11.642857142857142,,,,,,,,
2022-05-24 09:00:00,,57.142857142857146,85.14285714285714,33.357142857142854,12.285714285714286,17.0,11.714285714285714,,,,,,,,
2022-05-24 10:00:00,,56.857142857142854,84.85714285714286,33.392857142857146,12.214285714285714,17.0,11.785714285714286,,,,,,,,
2022-05-24 11:00:00,,56.57142857142857,84.57142857142857,33.42857142857143,12.142857142857142,17.0,11.857142857142858,,,,,,,,
2022-05-24 12:00:00,,56.285714285714285,84.28571428571429,33.464285714285715,12.071428571428571,17.0,11.928571428571429,,,,,,,,
2022-05-24 13:00:00,,56.0,84.0,33.5,12.0,17.0,12.0,,,,,,,,
2022-05-24 14:00:00,,55.714285714285715,83.71428571428571,33.535714285714285,11.928571428571429,17.0,12.071428571428571,,,,,,,,
2022-05-24 15:00:00,,55.42857142857143,83.42857142857143,33.57142857142857,11.857142857142858,17.0,12.142857142857142,,,,,,,,
2022-05-24 16:00:00,,55.142857142857146,83.14285714285714,33.607142857142854,11.785714285714286,17.0,12.214285714285714,,,,,,,,
2022-05-24 17:00:00,,54.857142857142854,82.85714285714286,33.642857142857146,11.714285714285714,17.0,12.285714285714286,,,,,,,,
2022-05-24 18:00:00,,54.57142857142857,82.57142857142857,33.67857142857143,11.642857142857142,17.0,12.357142857142858,,,,,,,,
2022-05-24 19:00:00,,54.285714285714285,82.28571428571429,33.714285714285715,11.571428571428571,17.0,12.428571428571429,,,,,,,,
2022-05-24 20:00:00,,54.0,82.0,33.75,11.5,17.0,12.5,,,,,,,,
2022-05-24 21:00:00,,53.714285714285715,81.71428571428571,33.785714285714285,11.428571428571429,17.0,12.571428571428571,,,,,,,,
2022-05-24 22:00:00,,53.42857142857143,81.42857142857143,33.82142857142857,11.357142857142858,17.0,12.642857142857142,,,,,,,,
2022-05-24 23:00:00,,53.142857142857146,81.14285714285714,33.857142857142854,11.285714285714286,17.0,12.714285714285714,,,,,,,,
2022-05-25 00:00:00,00:00:00,52.857142857142854,80.85714285714286,33.892857142857146,11.214285714285714,17.0,12.785714285714286,-,-,-,-,-,-,-,-
2022-05-25 01:00:00,01:00:00,52.57142857142857,80.57142857142857,33.92857142857143,11.142857142857142,17.0,12.857142857142858,-,-,-,-,-,-,-,-
2022-05-25 02:00:00,02:00:00,52.285714285714285,80.28571428571429,33.964285714285715,11.071428571428571,17.0,12.928571428571429,-,-,-,-,-,-,-,-
2022-05-25 03:00:00,03:00:00,52.0,80.0,34.0,11.0,17.0,13.0,Sedang,Sedang,Baik,Baik,Baik,Baik,pm25,Sedang
2022-05-25 04:00:00,04:00:00,53.0,82.0,34.0,11.0,16.0,13.0,Sedang,Sedang,Baik,Baik,Baik,Baik,pm25,Sedang
2022-05-25 05:00:00,05:00:00,54.0,85.0,34.0,12.0,16.0,13.0,Sedang,Sedang,Baik,Baik,Baik,Baik,pm25,Sedang
2022-05-25 06:00:00,06:00:00,54.0,88.0,33.0,12.0,16.0,13.0,Sedang,Sedang,Baik,Baik,Baik,Baik,pm25,Sedang
2022-05-25 07:00:00,07:00:00,55.0,90.0,33.0,12.0,16.0,13.0,Sedang,Sedang,Baik,Baik,Baik,Baik,pm25,Sedang
2022-05-25 08:00:00,08:00:00,56.0,89.0,33.0,12.0,15.0,13.0,Sedang,Sedang,Baik,Baik,Baik,Baik,pm25,Sedang
2022-05-25 09:00:00,09:00:00,57.0,89.0,33.0,13.0,15.0,14.0,Sedang,Sedang,Baik,Baik,Baik,Baik,pm25,Sedang
2022-05-25 10:00:00,10:00:00,58.0,91.0,33.5,13.5,15.5,14.5,-,-,-,-,-,-,-,-
2022-05-25 11:00:00,11:00:00,59.0,93.0,34.0,14.0,16.0,15.0,Sedang,Sedang,Baik,Baik,Baik,Baik,pm25,Sedang
2022-05-25 12:00:00,12:00:00,60.0,94.0,34.0,14.0,16.0,15.0,Sedang,Sedang,Baik,Baik,Baik,Baik,pm25,Sedang
2022-05-25 13:00:00,13:00:00,60.0,95.0,34.0,14.0,17.0,15.0,Sedang,Sedang,Baik,Baik,Baik,Baik,pm25,Sedang
2022-05-25 14:00:00,14:00:00,61.0,96.0,33.0,14.0,17.0,15.0,Sedang,Sedang,Baik,Baik,Baik,Baik,pm25,Sedang
2022-05-25 15:00:00,15:00:00,62.0,96.0,33.0,14.0,16.0,15.0,Sedang,Sedang,Baik,Baik,Baik,Baik,pm25,Sedang
2022-05-25 16:00:00,16:00:00,62.0,95.0,33.0,14.0,16.0,16.0,Sedang,Sedang,Baik,Baik,Baik,Baik,pm25,Sedang
2022-05-25 17:00:00,17:00:00,62.0,95.0,33.0,15.0,15.0,16.0,Sedang,Sedang,Baik,Baik,Baik,Baik,pm25,Sedang
2022-05-25 18:00:00,18:00:00,63.0,95.0,33.0,15.0,15.0,17.0,Sedang,Sedang,Baik,Baik,Baik,Baik,pm25,Sedang
2022-05-25 19:00:00,19:00:00,63.0,96.0,33.0,15.0,15.0,17.0,-,-,-,-,-,-,-,-
2022-05-25 20:00:00,20:00:00,63.0,97.0,33.0,15.0,15.0,17.0,Sedang,Sedang,Baik,Baik,Baik,Baik,pm25,Sedang
2022-05-25 21:00:00,21:00:00,64.0,97.0,33.0,15.0,14.0,17.0,Sedang,Sedang,Baik,Baik,Baik,Baik,pm25,Sedang
2022-05-25 22:00:00,22:00:00,64.0,96.0,32.0,16.0,14.0,17.0,Sedang,Sedang,Baik,Baik,Baik,Baik,pm25,Sedang
2022-05-25 23:00:00,23:00:00,64.0,97.0,32.0,16.0,14.0,17.0,Sedang,Sedang,Baik,Baik,Baik,Baik,pm25,Sedang
2022-05-26 00:00:00,00:00:00,64.0,96.75,31.75,15.75,14.0,16.75,-,-,-,-,-,-,-,-
2022-05-26 01:00:00,01:00:00,64.0,96.5,31.5,15.5,14.0,16.5,-,-,-,-,-,-,-,-
2022-05-26 02:00:00,02:00:00,64.0,96.25,31.25,15.25,14.0,16.25,-,-,-,-,-,-,-,-
2022-05-26 03:00:00,03:00:00,64.0,96.0,31.0,15.0,14.0,16.0,Sedang,Sedang,Baik,Baik,Baik,Baik,pm25,Sedang
2022-05-26 04:00:00,04:00:00,64.0,94.0,31.0,15.0,14.0,15.0,Sedang,Sedang,Baik,Baik,Baik,Baik,pm25,Sedang
2022-05-26 05:00:00,05:00:00,63.0,91.0,31.0,14.0,14.0,15.0,Sedang,Sedang,Baik,Baik,Baik,Baik,pm25,Sedang
2022-05-26 06:00:00,06:00:00,63.0,89.0,31.0,14.0,14.0,14.0,Sedang,Sedang,Baik,Baik,Baik,Baik,pm25,Sedang
2022-05-26 07:00:00,07:00:00,62.0,86.0,31.0,13.0,14.0,14.0,Sedang,Sedang,Baik,Baik,Baik,Baik,pm25,Sedang
2022-05-26 08:00:00,08:00:00,61.0,83.0,31.0,12.0,14.0,13.0,Sedang,Sedang,Baik,Baik,Baik,Baik,pm25,Sedang
2022-05-26 09:00:00,09:00:00,60.0,80.0,30.0,12.0,14.0,13.0,Sedang,Sedang,Baik,Baik,Baik,Baik,pm25,Sedang
2022-05-26 10:00:00,10:00:00,59.0,78.0,30.0,12.0,12.0,13.0,Sedang,Sedang,Baik,Baik,Baik,Baik,pm25,Sedang
2022-05-26 11:00:00,11:00:00,58.0,78.0,31.0,12.0,12.0,13.0,Sedang,Sedang,Baik,Baik,Baik,Baik,pm25,Sedang
2022-05-26 12:00:00,12:00:00,57.0,79.0,31.0,12.0,12.0,13.0,Sedang,Sedang,Baik,Baik,Baik,Baik,pm25,Sedang
2022-05-26 13:00:00,13:00:00,56.0,79.0,31.0,12.0,12.0,13.0,Sedang,Sedang,Baik,Baik,Baik,Baik,pm25,Sedang
2022-05-26 14:00:00,14:00:00,55.0,79.0,31.0,12.0,12.0,13.0,Sedang,Sedang,Baik,Baik,Baik,Baik,pm25,Sedang
2022-05-26 15:00:00,15:00:00,55.0,80.0,32.0,13.0,13.0,14.0,Sedang,Sedang,Baik,Baik,Baik,Baik,pm25,Sedang
2022-05-26 16:00:00,16:00:00,55.0,82.0,32.0,12.0,14.0,14.0,Sedang,Sedang,Baik,Baik,Baik,Baik,pm25,Sedang
2022-05-26 17:00:00,17:00:00,55.0,83.0,33.0,12.0,14.0,14.0,Sedang,Sedang,Baik,Baik,Baik,Baik,pm25,Sedang
2022-05-26 18:00:00,18:00:00,56.0,84.0,33.0,12.0,15.0,13.0,Sedang,Sedang,Baik,Baik,Baik,Baik,pm25,Sedang
2022-05-26 19:00:00,19:00:00,56.0,85.0,33.0,12.0,16.0,13.0,Sedang,Sedang,Baik,Baik,Baik,Baik,pm25,Sedang
2022-05-26 20:00:00,20:00:00,57.0,86.0,33.0,12.0,16.0,13.0,Sedang,Sedang,Baik,Baik,Baik,Baik,pm25,Sedang
2022-05-26 21:00:00,21:00:00,57.0,87.0,33.0,12.0,17.0,13.0,Sedang,Sedang,Baik,Baik,Baik,Baik,pm25,Sedang
2022-05-26 22:00:00,22:00:00,58.0,90.0,33.0,12.0,17.0,14.0,Sedang,Sedang,Baik,Baik,Baik,Baik,pm25,Sedang
2022-05-26 23:00:00,23:00:00,59.0,92.0,33.0,13.0,17.0,15.0,Sedang,Sedang,Baik,Baik,Baik,Baik,pm25,Sedang
2022-05-27 00:00:00,,56.892857142857146,92.57142857142857,33.07142857142857,12.964285714285714,17.607142857142858,14.892857142857142,,,,,,,,
2022-05-27 01:00:00,,54.785714285714285,93.14285714285714,33.142857142857146,12.928571428571429,18.214285714285715,14.785714285714286,,,,,,,,
2022-05-27 02:00:00,,52.67857142857143,93.71428571428571,33.214285714285715,12.892857142857142,18.821428571428573,14.678571428571429,,,,,,,,
2022-05-27 03:00:00,,50.57142857142857,94.28571428571429,33.285714285714285,12.857142857142858,19.42857142857143,14.571428571428571,,,,,,,,
2022-05-27 04:00:00,,48.464285714285715,94.85714285714286,33.357142857142854,12.821428571428571,20.035714285714285,14.464285714285714,,,,,,,,
2022-05-27 05:00:00,,46.357142857142854,95.42857142857143,33.42857142857143,12.785714285714286,20.642857142857142,14.357142857142858,,,,,,,,
2022-05-27 06:00:00,,44.25,96.0,33.5,12.75,21.25,14.25,,,,,,,,
2022-05-27 07:00:00,,42.14285714285714,96.57142857142857,33.57142857142857,12.714285714285714,21.857142857142858,14.142857142857142,,,,,,,,
2022-05-27 08:00:00,,40.035714285714285,97.14285714285714,33.642857142857146,12.678571428571429,22.464285714285715,14.035714285714286,,,,,,,,
2022-05-27 09:00:00,,37.92857142857143,97.71428571428571,33.714285714285715,12.642857142857142,23.071428571428573,13.928571428571429,,,,,,,,
2022-05-27 10:00:00,,35.82142857142857,98.28571428571429,33.785714285714285,12.607142857142858,23.67857142857143,13.821428571428571,,,,,,,,
2022-05-27 11:00:00,,33.71428571428571,98.85714285714286,33.857142857142854,12.571428571428571,24.285714285714285,13.714285714285715,,,,,,,,
2022-05-27 12:00:00,,31.607142857142854,99.42857142857143,33.92857142857143,12.535714285714286,24.892857142857142,13.607142857142858,,,,,,,,
2022-05-27 13:00:00,,29.5,100.0,34.0,12.5,25.5,13.5,,,,,,,,
2022-05-27 14:00:00,,27.392857142857142,100.57142857142857,34.07142857142857,12.464285714285714,26.107142857142858,13.392857142857142,,,,,,,,
2022-05-27 15:00:00,,25.285714285714285,101.14285714285714,34.142857142857146,12.428571428571429,26.714285714285715,13.285714285714286,,,,,,,,
2022-05-27 16:00:00,,23.178571428571423,101.71428571428571,34.214285714285715,12.392857142857142,27.32142857142857,13.178571428571429,,,,,,,,
