datetime,ISPU PM2.5,temp,dew,humidity,precip,windspeed,AOD
7/18/2022,90.95,27.391,23.671,80.2,0,1.732,0.265
7/19/2022,93.71,27.651,23.872,79.9,0,1.742,0.241
7/20/2022,100.37,27.047,23.699,82,0,1.867,0.233
7/21/2022,98.76,27.454,23.203,77.7,0,1.449,0.225
7/22/2022,97.7,26.866,23.425,81.5,0,2.044,0.217
7/23/2022,68.5,27.141,23.621,81.1,0,1.562,0.209
7/24/2022,52.58,26.932,23.640,82.2,0,1.104,0.202
7/25/2022,52.1,27.060,23.151,79.2,0,1.172,0.194
7/26/2022,75.6,27.168,22.128,74,0,2.279,0.181
7/27/2022,90,27.086,22.268,75,0,2.091,0.162
7/28/2022,101.55,27.739,23.447,77.5,0,2.981,0.143
7/29/2022,78.43,27.159,23.543,80.7,0.001,2.129,0.124
7/30/2022,76.45,27.283,23.498,79.8,0,1.848,0.105
7/31/2022,92.94,27.342,23.339,78.8,0,2.884,0.075
8/1/2022,80.58,27.338,23.367,79,0,2.407,0.060
8/2/2022,83.78,27.720,23.415,77.4,0,1.832,0.069
8/3/2022,101.95,26.846,23.718,83,0.001,1.712,0.078
8/4/2022,74.73,26.499,23.657,84.4,0.319,1.005,0.087
8/5/2022,58.62,26.399,23.196,82.6,0.596,1.500,0.100
8/6/2022,72.53,26.935,22.955,78.9,0.118,1.137,0.113
8/7/2022,102.9,26.582,22.824,79.9,0,1.378,0.126
8/8/2022,74.12,27.626,22.812,75.1,0,1.200,0.139
8/9/2022,69.92,27.512,22.891,75.9,0.001,1.197,0.092
8/10/2022,87.91,27.627,23.151,76.6,0,1.561,0.203
8/11/2022,89.1,28.028,23.661,77.2,0.004,1.462,0.233
8/12/2022,78.96,27.075,23.503,80.9,0,1.215,0.262
8/13/2022,75.15,27.296,23.194,78.3,0,1.649,0.292
8/14/2022,78.11,26.780,23.079,80.2,0,1.734,0.321
8/15/2022,67.67,26.639,23.227,81.6,0,1.334,0.351
8/16/2022,49.38,27.001,23.348,80.4,0,1.206,0.381
8/17/2022,64.86,27.236,23.565,80.4,0.235,1.970,0.410
8/18/2022,72.8,27.780,22.181,71.6,0,2.328,0.393
8/19/2022,79.53,28.113,22.698,72.5,0,2.386,0.343
8/20/2022,79,27.840,22.993,75,0,1.810,0.294
8/21/2022,73.91,26.769,23.154,80.6,0.001,1.458,0.245
8/22/2022,68.21,26.636,23.405,82.5,0,1.290,0.196
8/23/2022,94.79,27.819,23.134,75.7,0,1.662,0.208
8/24/2022,91.6,27.534,23.168,77.1,0,1.465,0.220
8/25/2022,81.75,27.197,22.432,75.2,0,1.720,0.232
8/26/2022,98.33,27.550,22.378,73.5,0,1.292,0.244
8/27/2022,107.38,26.947,23.043,79.2,0,1.525,0.150
8/28/2022,83.48,26.391,23.487,84.1,0,1.779,0.211
8/29/2022,75.45,27.136,22.791,77.2,0,1.217,0.192
8/30/2022,73.06,27.428,23.051,77.1,0,1.477,0.232
8/31/2022,75.14,27.639,23.455,78,0,2.037,0.252
9/1/2022,77.22,26.893,23.851,83.5,0.02,2.083,0.273
9/2/2022,79.29,27.390,23.162,77.8,0.001,2.037,0.293
9/3/2022,71.61,27.216,22.358,74.8,0,2.722,0.628
9/4/2022,54.24,27.614,23.165,76.8,0,1.573,0.834
9/5/2022,79.06,27.683,23.596,78.5,0,1.942,0.653
9/6/2022,77.18,27.083,23.781,82.2,0.009,2.021,0.498
9/7/2022,62.11,26.571,23.674,84.2,0.208,1.373,1.404
9/8/2022,72.06,25.430,23.232,87.7,0.099,1.222,0.120
9/9/2022,86.26,25.715,22.974,84.9,2.199,1.893,0.238
9/10/2022,85.15,25.804,23.176,85.4,0.002,1.272,0.147
9/11/2022,84.03,26.564,23.352,82.6,0.901,1.346,0.494
9/12/2022,82.92,26.491,23.272,82.5,0,1.593,0.407
