ISPU PM2.5;datetime;temp;dew;humidity;precip;windspeed;AOD
;15/06/2022;26.5;24.6;89.3;6.375;18.4;
;16/06/2022;26.6;24.5;88.7;0.0;20.5;0.0596
130.0;17/06/2022;26.4;24.5;89.7;0.212;20.5;
;18/06/2022;26.6;23.8;85.2;0.053;11.2;
;19/06/2022;27.8;24.2;81.7;0.026;24.1;0.4542
13.113.333.333.333.300;20/06/2022;27.9;24.3;81.6;3.954;13.0;0.5446
12.045.454.545.454.500;21/06/2022;28.1;24.1;79.9;0.0;25.9;0.4716
12.026.666.666.666.600;22/06/2022;27.8;25.0;85.3;13.345;24.1;0.5918
9.405.263.157.894.730;23/06/2022;28.2;23.8;78.5;0.037;22.3;0.4434
12.357.894.736.842.100;24/06/2022;27.4;24.3;83.6;0.17;22.3;27.106
12.757.894.736.842.100;25/06/2022;27.4;24.0;82.9;6.854;18.4;
10.955.555.555.555.500;26/06/2022;27.1;24.5;86.0;1.31;14.8;0.5532
9.916.666.666.666.660;27/06/2022;27.9;24.5;82.8;14.183;14.8;0.2312
8.447.619.047.619.040;28/06/2022;28.0;24.5;82.0;0.418;13.9;0.29119998
0.0;29/06/2022;27.9;23.8;79.2;0.0;20.8;0.3874
32.5;30/06/2022;27.8;22.3;73.0;0.0;16.6;0.4506
112.8;01/07/2022;28.3;23.0;74.2;0.0;22.3;0.3994
13.706.666.666.666.600;02/07/2022;28.6;24.0;76.6;0.258;18.4;0.5232
12.414.285.714.285.700;03/07/2022;28.4;25.5;85.0;18.371;24.1;
7.573.913.043.478.260;04/07/2022;29.2;25.2;80.0;1.315;33.5;0.378
6.031.578.947.368.420;05/07/2022;29.3;25.2;79.9;0.231;20.5;0.2488
13.294.444.444.444.400;06/07/2022;26.7;24.9;90.1;27.569;13.0;0.5092
9.789.473.684.210.520;07/07/2022;28.3;25.1;83.9;0.37;13.0;0.3872
;08/07/2022;28.8;24.1;77.0;0.0;18.4;0.1648
9.257.142.857.142.850;09/07/2022;28.1;22.4;72.5;0.0;17.4;0.19999999
95.15;10/07/2022;28.0;22.1;70.9;0.0;25.9;0.2214
108.2;11/07/2022;28.2;23.1;75.0;0.0;18.4;0.0264
117.65;12/07/2022;28.7;24.8;80.3;0.891;27.7;0.6088
11.627.777.777.777.700;13/07/2022;26.7;24.5;88.2;6.224;20.5;
12.595.238.095.238.000;14/07/2022;28.0;24.6;82.6;0.09;25.9;0.198
9.119.047.619.047.610;15/07/2022;27.9;24.5;82.6;14.79;25.9;0.3222
3.807.142.857.142.850;16/07/2022;25.5;23.0;86.8;37.492;22.3;
0.0;17/07/2022;27.3;24.5;85.2;0.0;22.3;
86.5;18/07/2022;28.0;24.6;82.7;0.01;14.8;0.3724
11.638.095.238.095.200;19/07/2022;28.6;24.9;81.2;0.0;25.9;0.4148
12.363.157.894.736.800;20/07/2022;28.8;25.1;81.2;0.0;20.5;0.6662
11.276.190.476.190.400;21/07/2022;28.3;24.1;79.2;0.0;16.8;0.6832
96.15;22/07/2022;28.2;24.6;81.3;0.2;29.5;0.782
49.25;23/07/2022;28.5;24.5;79.9;0.29;18.4;10.486
893.157.894.736.842;24/07/2022;28.4;24.1;78.4;1.396;18.4;1.198
8.557.142.857.142.850;25/07/2022;28.1;24.1;80.0;2.212;18.4;0.5302
105.7;26/07/2022;28.3;23.2;74.9;0.0;24.1;0.7466
11.485.714.285.714.200;27/07/2022;28.3;23.0;73.8;0.0;16.6;0.599
134.0;28/07/2022;28.9;23.9;75.6;0.0;27.7;0.44419998
12.042.857.142.857.100;29/07/2022;29.0;24.6;77.7;1.784;27.7;0.3136
72.85;30/07/2022;28.3;24.6;81.1;0.0;22.3;0.98219997
7.127.777.777.777.770;31/07/2022;28.6;24.5;79.4;0.0;27.7;0.6956
11.157.894.736.842.100;01/08/2022;28.7;24.3;78.4;0.0;25.9;0.19119999
11.377.777.777.777.700;02/08/2022;28.8;24.3;77.4;0.0;18.4;0.611
135.85;03/08/2022;28.7;24.8;80.5;4.78;20.5;
105.4;04/08/2022;27.5;24.8;86.0;16.015;19.6;0.4122
8.319.047.619.047.610;05/08/2022;27.3;24.8;86.3;10.907;19.0;0.7734
9.647.368.421.052.630;06/08/2022;27.8;23.6;79.7;4.38;19.2;0.46879998
